Topic_name,Rouge-1_Solution_no,Rouge-1_F1_score,Rouge-1_no_of_tweet,Rouge-2_Solution_no,Rouge-2_F1_score,Rouge-2_no_of_tweet,Rouge-su4_Solution_no,Rouge-su4_F1_score,Rouge-su4_no_of_tweet
topic_2,11,0.14285714285714288,5,8,0.05263157894736842,5,14,0.03164556962025317,3
