Topic_name,Rouge-1_Solution_no,Rouge-1_F1_score,Rouge-1_no_of_tweet,Rouge-2_Solution_no,Rouge-2_F1_score,Rouge-2_no_of_tweet,Rouge-su4_Solution_no,Rouge-su4_F1_score,Rouge-su4_no_of_tweet
topic_0,5,0.1276595744680851,3,0,0.0,2,5,0.032,3
