,dataset,Solution no,rouge_1_p,rouge_1_r,rouge_1_f,rouge_2_p,rouge_2_r,rouge_2_f,rouge_su4_p,rouge_su4_r,rouge_su4_f
0,Raw-Topic-0_akademik-shokalskiy-trapping,0,0.21839080459770116,0.5757575757575758,0.3166666666666667,0.04230769230769231,0.11224489795918367,0.06145251396648045,0.07096774193548387,0.1903114186851211,0.10338345864661655
1,Raw-Topic-0_akademik-shokalskiy-trapping,1,0.1991701244813278,0.48484848484848486,0.2823529411764706,0.0375,0.09183673469387756,0.05325443786982249,0.06643356643356643,0.1643598615916955,0.0946215139442231
2,Raw-Topic-0_akademik-shokalskiy-trapping,2,0.11844331641285956,0.7070707070707071,0.20289855072463767,0.0423728813559322,0.25510204081632654,0.07267441860465117,0.04759206798866856,0.2906574394463668,0.08179162609542356
3,Raw-Topic-0_akademik-shokalskiy-trapping,3,0.12777777777777777,0.696969696969697,0.21596244131455397,0.04638218923933209,0.25510204081632654,0.07849293563579278,0.05614143920595534,0.31314878892733566,0.09521304576538665
4,Raw-Topic-0_akademik-shokalskiy-trapping,4,0.1649214659685864,0.6363636363636364,0.26195426195426197,0.06036745406824147,0.23469387755102042,0.09603340292275574,0.06107205623901582,0.24048442906574394,0.09740714786264892
5,Raw-Topic-0_akademik-shokalskiy-trapping,5,0.13305613305613306,0.6464646464646465,0.2206896551724138,0.03333333333333333,0.16326530612244897,0.05536332179930796,0.050871080139372825,0.25259515570934254,0.08468677494199538
6,Raw-Topic-0_akademik-shokalskiy-trapping,6,0.1165644171779141,0.7676767676767676,0.20239680426098536,0.04608294930875576,0.30612244897959184,0.0801068090787717,0.05646817248459959,0.3806228373702422,0.09834599910594546
7,Raw-Topic-0_akademik-shokalskiy-trapping,7,0.12969924812030076,0.696969696969697,0.2187004754358162,0.04519774011299435,0.24489795918367346,0.07631160572337044,0.05289672544080604,0.2906574394463668,0.0895045285029302
8,Raw-Topic-0_akademik-shokalskiy-trapping,8,0.14945054945054945,0.6868686868686869,0.24548736462093862,0.06607929515418502,0.30612244897959184,0.10869565217391304,0.07221812822402358,0.3391003460207612,0.11907654921020656
9,Raw-Topic-0_akademik-shokalskiy-trapping,9,0.1049645390070922,0.7474747474747475,0.18407960199004972,0.041193181818181816,0.29591836734693877,0.07231920199501247,0.04864736592311343,0.3546712802768166,0.08555926544240401
10,Raw-Topic-0_akademik-shokalskiy-trapping,10,0.09971098265895954,0.696969696969697,0.1744627054361568,0.03907380607814761,0.2755102040816326,0.06844106463878327,0.044729206963249515,0.32006920415224915,0.07848960543063216
11,Raw-Topic-0_akademik-shokalskiy-trapping,11,0.15102974828375287,0.6666666666666666,0.24626865671641793,0.05504587155963303,0.24489795918367346,0.0898876404494382,0.0644666155026861,0.2906574394463668,0.10552763819095477
12,Raw-Topic-0_akademik-shokalskiy-trapping,12,0.21428571428571427,0.6060606060606061,0.31662269129287596,0.07526881720430108,0.21428571428571427,0.11140583554376657,0.078125,0.22491349480968859,0.11596788581623552
13,Raw-Topic-0_akademik-shokalskiy-trapping,13,0.18529411764705883,0.6363636363636364,0.2870159453302961,0.058997050147492625,0.20408163265306123,0.09153318077803203,0.07015810276679842,0.24567474048442905,0.10914681014604152
14,Raw-Topic-0_akademik-shokalskiy-trapping,14,0.15346534653465346,0.6262626262626263,0.24652087475149106,0.03722084367245657,0.15306122448979592,0.059880239520958084,0.052740863787375414,0.21972318339100347,0.08506363027461486
15,Raw-Topic-0_akademik-shokalskiy-trapping,15,0.09044585987261146,0.7171717171717171,0.1606334841628959,0.03443877551020408,0.2755102040816326,0.06122448979591836,0.03877290157648061,0.314878892733564,0.06904400606980272
16,Raw-Topic-0_akademik-shokalskiy-trapping,16,0.14678899082568808,0.6464646464646465,0.23925233644859814,0.05517241379310345,0.24489795918367346,0.0900562851782364,0.055,0.24740484429065743,0.08999370673379484
17,Raw-Topic-0_akademik-shokalskiy-trapping,17,0.11192930780559647,0.7676767676767676,0.1953727506426735,0.04277286135693215,0.29591836734693877,0.07474226804123713,0.04879250862493839,0.34256055363321797,0.08541846419327005
18,Raw-Topic-0_akademik-shokalskiy-trapping,18,0.1350806451612903,0.6767676767676768,0.2252100840336134,0.046464646464646465,0.23469387755102042,0.0775716694772344,0.05472972972972973,0.28027681660899656,0.09157716223855286
19,Raw-Topic-0_akademik-shokalskiy-trapping,19,0.1282051282051282,0.6565656565656566,0.2145214521452145,0.04940711462450593,0.25510204081632654,0.08278145695364238,0.052544613350958363,0.2750865051903114,0.08823529411764706
20,Raw-Topic-0_akademik-shokalskiy-trapping,20,0.09523809523809523,0.5656565656565656,0.16302765647743814,0.022146507666098807,0.1326530612244898,0.03795620437956205,0.0373006833712984,0.22664359861591696,0.06405867970660147
21,Raw-Topic-0_akademik-shokalskiy-trapping,21,0.09657701711491443,0.797979797979798,0.1723009814612868,0.042839657282741736,0.35714285714285715,0.07650273224043715,0.046197874080130825,0.39100346020761245,0.08263254113345521
22,Raw-Topic-0_akademik-shokalskiy-trapping,22,0.10652463382157124,0.8080808080808081,0.18823529411764706,0.048,0.3673469387755102,0.0849056603773585,0.05189309576837416,0.4031141868512111,0.09194948697711129
23,Raw-Topic-0_akademik-shokalskiy-trapping,23,0.13553113553113552,0.7474747474747475,0.22945736434108527,0.05688073394495413,0.3163265306122449,0.0964230171073095,0.06134969325153374,0.3460207612456747,0.10422094841063054
24,Raw-Topic-0_akademik-shokalskiy-trapping,24,0.13195876288659794,0.6464646464646465,0.2191780821917808,0.05165289256198347,0.25510204081632654,0.0859106529209622,0.053213545266067724,0.2664359861591695,0.08870967741935484
