,dataset,Solution no,rouge_1_p,rouge_1_r,rouge_1_f,rouge_2_p,rouge_2_r,rouge_2_f,rouge_su4_p,rouge_su4_r,rouge_su4_f
0,Raw-Topic-11_Los-Angeles-earthquake,0,0.12897196261682242,0.696969696969697,0.21766561514195581,0.03745318352059925,0.20408163265306123,0.06329113924050633,0.045084533500313086,0.2491349480968858,0.07635206786850476
1,Raw-Topic-11_Los-Angeles-earthquake,1,0.09878419452887538,0.6565656565656566,0.17173051519154559,0.0289193302891933,0.19387755102040816,0.05033112582781457,0.035096642929806715,0.23875432525951557,0.06119733924611973
2,Raw-Topic-11_Los-Angeles-earthquake,2,0.19504643962848298,0.6363636363636364,0.2985781990521327,0.07142857142857142,0.23469387755102042,0.10952380952380952,0.06971904266389178,0.23183391003460208,0.1072
3,Raw-Topic-11_Los-Angeles-earthquake,3,0.1501416430594901,0.5353535353535354,0.23451327433628322,0.03409090909090909,0.12244897959183673,0.05333333333333334,0.05137963843958135,0.18685121107266436,0.08059701492537313
4,Raw-Topic-11_Los-Angeles-earthquake,4,0.11070110701107011,0.6060606060606061,0.187207488299532,0.018484288354898338,0.10204081632653061,0.03129890453834116,0.031211372064276884,0.17474048442906576,0.0529627687467226
5,Raw-Topic-11_Los-Angeles-earthquake,5,0.10204081632653061,0.7070707070707071,0.178343949044586,0.032116788321167884,0.22448979591836735,0.056194125159642394,0.04,0.2837370242214533,0.07011543394613083
6,Raw-Topic-11_Los-Angeles-earthquake,6,0.15608465608465608,0.5959595959595959,0.24737945492662475,0.03183023872679045,0.12244897959183673,0.05052631578947369,0.043072824156305506,0.16782006920415224,0.0685512367491166
7,Raw-Topic-11_Los-Angeles-earthquake,7,0.17482517482517482,0.5050505050505051,0.25974025974025977,0.031578947368421054,0.09183673469387756,0.046997389033942565,0.045294117647058825,0.13321799307958476,0.06760316066725197
8,Raw-Topic-11_Los-Angeles-earthquake,8,0.1853146853146853,0.5353535353535354,0.2753246753246753,0.021052631578947368,0.061224489795918366,0.031331592689295036,0.04470588235294118,0.1314878892733564,0.06672519754170325
9,Raw-Topic-11_Los-Angeles-earthquake,9,0.15286624203821655,0.48484848484848486,0.23244552058111378,0.03194888178913738,0.10204081632653061,0.04866180048661801,0.05085653104925054,0.1643598615916955,0.0776778413736713
10,Raw-Topic-11_Los-Angeles-earthquake,10,0.11496746203904555,0.5353535353535354,0.18928571428571428,0.03260869565217391,0.15306122448979592,0.053763440860215055,0.040363636363636365,0.19204152249134948,0.06670673076923077
11,Raw-Topic-11_Los-Angeles-earthquake,11,0.11398963730569948,0.6666666666666666,0.1946902654867257,0.03633217993079585,0.21428571428571427,0.06213017751479289,0.0410641989589358,0.24567474048442905,0.07036669970267591
12,Raw-Topic-11_Los-Angeles-earthquake,12,0.17063492063492064,0.43434343434343436,0.245014245014245,0.0199203187250996,0.05102040816326531,0.028653295128939826,0.04478609625668449,0.11591695501730104,0.06460945033751204
13,Raw-Topic-11_Los-Angeles-earthquake,13,0.11188811188811189,0.6464646464646465,0.19076005961251863,0.02626970227670753,0.15306122448979592,0.044843049327354265,0.039227166276346606,0.23183391003460208,0.06710065097646471
14,Raw-Topic-11_Los-Angeles-earthquake,14,0.13060428849902533,0.6767676767676768,0.21895424836601304,0.052734375,0.2755102040816326,0.08852459016393444,0.04866100587851078,0.2577854671280277,0.08186813186813187
15,Raw-Topic-11_Los-Angeles-earthquake,15,0.15090090090090091,0.6767676767676768,0.24677716390423576,0.045146726862302484,0.20408163265306123,0.07393715341959335,0.05324773413897281,0.24394463667820068,0.08741475511469313
16,Raw-Topic-11_Los-Angeles-earthquake,16,0.14201183431952663,0.48484848484848486,0.2196796338672769,0.02967359050445104,0.10204081632653061,0.04597701149425288,0.04025844930417495,0.14013840830449828,0.06254826254826254
17,Raw-Topic-11_Los-Angeles-earthquake,17,0.1271551724137931,0.5959595959595959,0.20959147424511546,0.03023758099352052,0.14285714285714285,0.049910873440285206,0.04299132947976879,0.20588235294117646,0.07112970711297072
18,Raw-Topic-11_Los-Angeles-earthquake,18,0.1134185303514377,0.7171717171717171,0.19586206896551722,0.032,0.20408163265306123,0.05532503457814661,0.039572192513368985,0.2560553633217993,0.06855025474756833
19,Raw-Topic-11_Los-Angeles-earthquake,19,0.13559322033898305,0.40404040404040403,0.20304568527918782,0.02040816326530612,0.061224489795918366,0.030612244897959183,0.039908779931584946,0.12110726643598616,0.06003430531732418
20,Raw-Topic-11_Los-Angeles-earthquake,20,0.12527472527472527,0.5757575757575758,0.20577617328519857,0.05947136563876652,0.2755102040816326,0.09782608695652173,0.056742815033161385,0.2664359861591695,0.09356014580801945
21,Raw-Topic-11_Los-Angeles-earthquake,21,0.1400862068965517,0.6565656565656566,0.2309058614564831,0.038876889848812095,0.1836734693877551,0.0641711229946524,0.04804913294797688,0.2301038062283737,0.0794979079497908
22,Raw-Topic-11_Los-Angeles-earthquake,22,0.11940298507462686,0.6464646464646465,0.2015748031496063,0.020560747663551402,0.11224489795918367,0.034755134281200625,0.0325,0.17993079584775087,0.055055584965590265
23,Raw-Topic-11_Los-Angeles-earthquake,23,0.08342857142857144,0.7373737373737373,0.14989733059548255,0.02517162471395881,0.22448979591836735,0.04526748971193415,0.030187237294612153,0.27335640138408307,0.05437026841018583
24,Raw-Topic-11_Los-Angeles-earthquake,24,0.12015503875968993,0.6262626262626263,0.2016260162601626,0.013592233009708738,0.07142857142857142,0.022838499184339313,0.03344155844155844,0.1782006920415225,0.056314926189174414
