Topic_name,Rouge-1_Solution_no,Rouge-1_F1_score,Rouge-1_no_of_tweet,Rouge-2_Solution_no,Rouge-2_F1_score,Rouge-2_no_of_tweet,Rouge-su4_Solution_no,Rouge-su4_F1_score,Rouge-su4_no_of_tweet
Raw-Topic-48_Shut-Down-of-Malaysia-Airlines-mh17,16,0.4890829694323144,14,14,0.27884615384615385,10,16,0.2995529061102832,14
