Topic_name,Rouge-1_Solution_no,Rouge-1_F1_score,Rouge-1_no_of_tweet,Rouge-2_Solution_no,Rouge-2_F1_score,Rouge-2_no_of_tweet,Rouge-su4_Solution_no,Rouge-su4_F1_score,Rouge-su4_no_of_tweet
Raw-Topic-11_Los-Angeles-earthquake,9,0.46575342465753417,11,9,0.23963133640552997,11,9,0.2636505460218409,11
