document
cher franck tiens tout d’abord féliciter surtout remercier victoire équipe demifinale top 14 face racing  belle bout bout malgré longue infériorité numérique équipe a démontré constante savoirfaire jeu disent long détermination  regrette juste qu’elle n’ait pu passer barre 40 points qu’elle permis racing deux essais tardifs donner moins d’ampleur score  c’est preuve rien n’est jamais acquis jeu groupe saura retirer précieux enseignements avant finale stade france dimanche prochain  tous cas après déprimante partie rentre dedans veille entre toulon rochelle dois avouer succès a fait beaucoup bien  a réconciliés rugby sport aimons tant déprime si souvent derniers temps depuis quelques présidents fait jouet outil communication… j’en profite préciser président monsieur eric cromières sans aucun doute celui l’on connait moins n’est certainement hasard  car clermont c’est l’institution compte c’est club c’est jeu c’est donc joueurs  c’est aussi cela titre cette lettre adresse précise cher franck l’entraîneur clermont  hélas l’outrance médiatique certains fait grand public connait mieux désormais boudjellal altrad lorenzetti celui manage d’une main maître l’asm clermontauvergne  franck samedi vélodrome équipe a tout d’abord lavé l’affront saison passée quand laissé filer bien malgré cette demifinale qu’elle n’aurait jamais dû perdre  abusée arbitrage vidéo plutôt suspect d’un ancien célèbre arrière biterrois sans doute trahi affection légitime envers deux racingmen deux enfants béziers nyanga szarzewski  souviens n’aviez tout apprécié l’aviez dit mots justes raison  meilleure équipe celle méritait l’emporter encore fois perdu… encore fois… clermont battu encore fois quand tout portait croire qu’il devait l’emporter  fléau poursuit club depuis trop longtemps  champion finales perdues  n’en ferais compte cette foisci car trouve cette statistique insupportable trop souvent vidée sens  d’ailleurs très mal pris récemment statistique sujet produite journal l’equipe après finale perdue face saracens coupe d’europe sous titre maladroit  « rougerie roi loose »  n’était très fairplay certes c’était réalité laquelle l’espère allez nourrir prochains jours énergie collective autour remarquable joueur  car si clermont toujours dernier carré car si clermont souvent finale – preuve d’une véritable constance plus haut niveau – club doit plus accepter qu’on foute ainsi gueule  tout qu’il apporte rugby français mérite  tout comme méritait railleries après cette finale coupe d’europe qu’il a tout simplement perdu face plus fort a deux semaines  clermont va finale quand certains vont nulle part  clermont joue bien rugby quand certains construisent rien  utile rappeler  veux donc dire toute admiration formidable travail formation faites depuis arrivée clermont 2010 jeu résolument offensif continuez prôner inlassablement encore tous jeunes joueurs n’hésitez lancer grand bain  quel bonheur découvrir cette saison talent potentiel cancoriet jedrasiak penaud l’incroyable iturria roi terrain samedi vélodrome  l’avenir rugby français rien cela doit déjà beaucoup  donc temps valider tout travail beau projet club doit inspirer rugby français  gagner cette putain finale dimanche prochain  car méritez plus n’importe d’autre cette année  car face c’est toulon  toulon a souvent fait misères dernières saisons  toulon genre d’anticlermont  toulon a fait peu près tout n’importe quoi cette saison retrouve là encore fois parce club possède grands joueurs parce club cultive surtout savoirfaire irrationnel a fait souvent défaut lors précédentes finales  cette capacité transcender jour  n’est donc gagné savez  c’est peutêtre cela cette foisci allez faire  js 
