Topic_name,Rouge-1_Solution_no,Rouge-1_F1_score,Rouge-1_no_of_tweet,Rouge-2_Solution_no,Rouge-2_F1_score,Rouge-2_no_of_tweet,Rouge-su4_Solution_no,Rouge-su4_F1_score,Rouge-su4_no_of_tweet
Raw-Topic-0_akademik-shokalskiy-trapping,12,0.4215246636771301,9,23,0.14545454545454545,9,23,0.16307692307692306,9
